change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fironic~master~I4a31a3ddaf4da5763bf4d6e84eecc73a12c1fa91,411271,https://review.opendev.org/411271,ironic,08:15.0,13:40.0,MERGED,"Revert ""Change liberty's reno page to use the tag""","Revert ""Change liberty's reno page to use the tag"".1",1,4,1.1,1.2,1.3,0,7,50,6.090277778,['releasenotes/source/liberty.rst'],FALSE,[]
openstack%2Fmanila~master~Ifd64bb84d03a02aa0a118cc42e1d1b373c439884,365617,https://review.opendev.org/365617,manila,38:23.0,08:41.0,MERGED,Add share_type filter support to pool_list,Add share_type filter support to pool_list,23,26,376,55,10,76,194,42,2429.505,"['manila/api/openstack/api_version_request.py', 'manila/api/openstack/rest_api_version_history.rst', 'manila/api/v1/scheduler_stats.py', 'manila/scheduler/filters/capabilities.py', 'manila/scheduler/host_manager.py', 'manila/scheduler/utils.py', 'manila/tests/api/v1/test_scheduler_stats.py', 'manila/tests/scheduler/test_host_manager.py', 'manila_tempest_tests/config.py', 'releasenotes/notes/add_share_type_filter_to_pool_list_api-267614b4d93j12de.yaml']",FALSE,[]
openstack%2Fnetworking-odl~master~Ib2898a56520172034eeae5bbfd2a4c3509522bc8,410043,https://review.opendev.org/410043,networking-odl,14:40.0,57:01.0,MERGED,Remove q-dhcp from compute node   q-dhcp service in compute node causes metadata proxy failure as:   checking http://169.254.169.254/2009-04-04/instance-id   failed 1/20: up 11.03. request failed   failed 2/20: up 23.35. request failed,Remove q-dhcp from compute node,3,2,1,1,1,0,18,31,60.70583333,['devstack/devstackgaterc'],FALSE,[]
openstack%2Fcinder~master~I66d1cfad7c37215cadeca9b7d07cb646fb35b50f,319078,https://review.opendev.org/319078,cinder,45:05.0,56:14.0,MERGED,Retype encrypted volumes,Retype encrypted volumes,15,58,226,59,8,15,268,24,5027.185833,"['cinder/api/contrib/volume_actions.py', 'cinder/tests/unit/api/contrib/test_volume_actions.py', 'cinder/tests/unit/test_volume.py', 'cinder/tests/unit/test_volume_types.py', 'cinder/utils.py', 'cinder/volume/api.py', 'cinder/volume/manager.py', 'cinder/volume/volume_types.py']",FALSE,[]
openstack%2Fironic-inspector~master~Ibf24df3a90ecbcdec400a0570f2818f89b78ea0a,411117,https://review.opendev.org/411117,ironic-inspector,44:28.0,47:20.0,MERGED,Use oslo_serialization.base64 to follow OpenStack Python3,Using base64 module from oslo_serialization,6,4,5,4,2,0,19,43,12.04777778,"['ironic_inspector/process.py', 'ironic_inspector/test/unit/test_process.py']",FALSE,[]
openstack%2Fcharms.openstack~master~I132a1889bf657c66bf11e65c8a05934dc67c58bd,411430,https://review.opendev.org/411430,charms.openstack,36:14.0,47:03.0,MERGED,Simplify use of split call for port management,Simplify use of split call for port management,1,2,1,1,1,0,7,46,0.180277778,['charms_openstack/charm.py'],FALSE,[]
openstack%2Fpython-novaclient~master~Ib4a8f4db52a0f4cb8e8cf5e8c8e778eef8831e91,406294,https://review.opendev.org/406294,python-novaclient,53:03.0,41:56.0,MERGED,Restict usage *args for novaclient.client.Client,Restict usage *args for novaclient.client.Client,4,7,7,8,2,14,39,48,310.8147222,"['novaclient/client.py', 'releasenotes/notes/restrict-args-for-novaclient-ep-491098c3634365be.yaml']",FALSE,[]
openstack%2Fopenstack-ansible-rabbitmq_server~master~I8fd756108188b887d343c67ad48c7aed1680c421,411378,https://review.opendev.org/411378,openstack-ansible-rabbitmq_server,22:56.0,36:03.0,MERGED,Remove Trusty support for rabbitmq_server role,Remove Trusty support for rabbitmq_server role,2,3,2,12,4,0,9,46,2.218611111,"['Vagrantfile', 'bindep.txt', 'meta/main.yml', 'tasks/rabbitmq_post_install.yml']",FALSE,['tasks/rabbitmq_post_install.yml']
openstack%2Freleases~master~Ie36e1e457c76ae69b31d7be12e54e1befbd482a8,411206,https://review.opendev.org/411206,releases,12:34.0,35:58.0,MERGED,Release OpenStack-Ansible Mitaka/13.3.10,Release OpenStack-Ansible Mitaka/13.3.10,1,3,62,0,1,0,6,40,7.39,['deliverables/_independent/openstack-ansible.yaml'],FALSE,[]
openstack%2Freleases~master~I4f2f1fc26ebec59ea1607353f7cc579c8f90a94b,411421,https://review.opendev.org/411421,releases,10:39.0,31:32.0,MERGED,ocata: release nova 15.0.0.0b2,ocata: release nova 15.0.0.0b2,1,3,9,0,1,0,7,30,0.348055556,['deliverables/ocata/nova.yaml'],FALSE,[]
