change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fdesignate~master~I4d924acee3e1e16e4ff44dd21b0cf07a78db4720,387067,https://review.opendev.org/387067,designate,38:08.0,30:56.0,MERGED,Changed the home-page link,Changed the home-page link.1,3,5,3.1,3.2,1,0,15,26,475.88,['setup.cfg'],FALSE,[]
openstack%2Fnetworking-odl~master~I2481137bef4462e470aa6f8d485d97525df4e195,393966,https://review.opendev.org/393966,networking-odl,33:25.0,03:08.0,MERGED,Updated from global requirements,Updated from global requirements,1,2,1,1,1,0,12,32,8.495277778,['requirements.txt'],FALSE,[]
openstack%2Fnetworking-odl~master~I93ef35fc147574f6f949703d6e606a0f91e5dff8,392005,https://review.opendev.org/392005,networking-odl,47:54.0,36:38.0,MERGED,Excluding Tempest from Rally job to avoid failure,DO NOT MERGE : Test Rally jobs,13,7,5,3,1,11,52,30,104.8122222,['devstack/devstackgaterc'],FALSE,[]
openstack%2Ftempest~master~Ie4f71910788d4107add63f5a8ed712df2987fdc2,389954,https://review.opendev.org/389954,tempest,28:57.0,20:24.0,MERGED,Updated from global requirements,Updated from global requirements,8,8,3,3,1,0,38,32,341.8575,['test-requirements.txt'],FALSE,[]
openstack%2Fceilometer~master~Id93e1488fa8c4dfd7e8be468e36533aa7c08582a,393578,https://review.opendev.org/393578,ceilometer,34:27.0,37:10.0,MERGED,document: remove configuration README description,document: remove configuration README description,3,5,2,3,1,0,17,49,27.04527778,['doc/source/configuration.rst'],FALSE,[]
openstack%2Fopenstack-ansible~master~I8469659a206c69ec8bc710315cc638b58429e704,391323,https://review.opendev.org/391323,openstack-ansible,03:40.0,55:45.0,MERGED,Refactoring inventory management data manipulation,WIP Refactoring dynamic inventory,5,5,53,33,4,1,20,33,194.8680556,"['lib/dictutils.py', 'lib/filesystem.py', 'lib/generate.py', 'lib/manage.py']",FALSE,[]
openstack%2Fopenstack-ansible~stable%2Fnewton~I9a494ae5290a2218cf8c8d2cd44b27fd7264313f,393679,https://review.opendev.org/393679,openstack-ansible,12:18.0,55:39.0,MERGED,Set the AIO to use bootstrap_host_public_interface,Set the AIO to use bootstrap_host_public_interface,1,3,12,12,2,0,7,50,19.7225,"['tests/roles/bootstrap-host/defaults/main.yml', 'tests/roles/bootstrap-host/templates/osa_interfaces.cfg.j2']",FALSE,[]
openstack%2Fcloudkitty~master~I5f9fcbdd42a2b147825172a02bfd4c5ecd39f187,393627,https://review.opendev.org/393627,cloudkitty,37:38.0,49:36.0,MERGED,Upgrade oslo.messaging to 5.2.0,Upgrade oslo.messaging to 5.2.0,1,4,1,1,1,0,8,31,22.19944444,['requirements.txt'],FALSE,[]
openstack%2Fopenstack-ansible-os_cinder~stable%2Fmitaka~Idb1ebadbb0424aa760142af1c1809147d6bd9e08,393681,https://review.opendev.org/393681,openstack-ansible-os_cinder,13:12.0,10:22.0,MERGED,Add cinder_profiler_hmac_key to cinder.conf,Add cinder_profiler_hmac_key to cinder.conf,1,4,1,0,1,0,7,43,18.95277778,['templates/cinder.conf.j2'],FALSE,[]
openstack%2Fopenstack-ansible-os_neutron~stable%2Fnewton~I2b3aff99b8ee1c8870f89598cf7cf0a2165af3b6,393827,https://review.opendev.org/393827,openstack-ansible-os_neutron,26:30.0,08:08.0,MERGED,Simplify pip options/constraints mechanism,Simplify pip options/constraints mechanism,2,3,20,32,4,0,9,42,13.69388889,"['defaults/main.yml', 'releasenotes/notes/remove-requirements-git-212d02658644c17b.yaml', 'tasks/calico_config.yml', 'tasks/neutron_install.yml']",FALSE,['tasks/neutron_install.yml']
openstack%2Fopenstack-ansible-ceph_client~master~I2a5d058b88f67f374bb7dcd607f37c1df79521b3,393849,https://review.opendev.org/393849,openstack-ansible-ceph_client,50:42.0,53:32.0,MERGED,Use apt_repository update_cache feature,Use apt_repository update_cache feature,1,3,1,16,1,0,9,39,12.04722222,['tasks/ceph_preinstall_apt.yml'],FALSE,['tasks/ceph_preinstall_apt.yml']
openstack%2Fmanila~master~Idd8b0051f1b4f0543a5b7f8f54d24b5e0e25e199,392739,https://review.opendev.org/392739,manila,33:18.0,31:23.0,MERGED,Updated from global requirements,Updated from global requirements,2,14,1,1,1,0,34,32,60.96805556,['test-requirements.txt'],FALSE,[]
openstack%2Foslo.privsep~master~I96ef1f4b619f531c5f24243857192cf24fdf65c3,387159,https://review.opendev.org/387159,oslo.privsep,01:29.0,24:28.0,MERGED,Don't use deprecated method logger.warn,Don't use deprecated method warn,3,4,2,2,1,0,11,32,455.3830556,['oslo_privsep/daemon.py'],FALSE,[]
openstack%2Fswift~master~I932b42406c9a5ee7eaa6978a655e61022a957415,391684,https://review.opendev.org/391684,swift,52:25.0,27:29.0,MERGED,"Ignore Range values like ""bytes=--0""","Ignore Range values like ""bytes=--0""",1,3,6,2,2,0,8,36,125.5844444,"['swift/common/swob.py', 'test/unit/common/test_swob.py']",FALSE,[]
openstack%2Fnetworking-odl~master~I2df289da8a30b200c62c7e80ef53f628a794b24a,353050,https://review.opendev.org/353050,networking-odl,12:21.0,57:55.0,MERGED,Add grenade plugin,Add grenade plugin,20,6,16,0,3,0,107,18,2095.759444,"['devstack/upgrade/resources.sh', 'devstack/upgrade/settings', 'devstack/upgrade/upgrade.sh']",FALSE,[]
