change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fnova~master~I04fd8ab4f8818d9d0ccccb6f6fcb34965b15b8f3,452970,https://review.opendev.org/452970,nova,06:41.0,47:22.0,MERGED,Document and provide useful error message for volume-backed backup,Document and provide useful error message for volume-backed backup.1,2,17,20,11,3,1,40,66,398.6780556,"['api-ref/source/servers-admin-action.inc', 'nova/compute/api.py', 'nova/tests/unit/api/openstack/compute/test_create_backup.py']",FALSE,[]
openstack%2Fkarbor~master~I86e20317235e0a83a31c4477b2b2c76a9b56d505,453655,https://review.opendev.org/453655,karbor,20:24.0,44:23.0,MERGED,Use wsgi module from oslo.service,Use wsgi module from oslo.service,3,4,71,600,9,0,11,33,358.3997222,"['karbor/api/v1/router.py', 'karbor/common/config.py', 'karbor/service.py', 'karbor/tests/unit/api/fakes.py', 'karbor/tests/unit/test_service.py', 'karbor/tests/unit/wsgi/test_common.py', 'karbor/tests/unit/wsgi/test_eventlet_server.py', 'karbor/wsgi/common.py', 'karbor/wsgi/eventlet_server.py']",FALSE,[]
openstack%2Fheat~master~I7ce6d68d8f4c3e93eed87d526d857f28e67e425d,445392,https://review.opendev.org/445392,heat,56:28.0,42:42.0,MERGED,Allow to specify 'user' for keypair resource,Allow to specify 'user' for keypair resource,6,6,107,23,3,4,23,44,890.7705556,"['heat/engine/clients/os/nova.py', 'heat/engine/resources/openstack/nova/keypair.py', 'heat/tests/openstack/nova/test_keypair.py']",FALSE,[]
openstack%2Fkolla~master~Ie87a1ddf31aefcd0b623fd2837d78de420e76898,457513,https://review.opendev.org/457513,kolla,27:42.0,32:55.0,MERGED,Use LABEL instead of MAINTAINER (deprecated) in all Dockerfile.j2,Use LABEL instead of MAINTAINER (deprecated) in Dockerfile.j2,4,7,216,211,1,0,33,61,52.08694444,['docker/base/Dockerfile.j2'],FALSE,[]
openstack%2Fkolla~master~Ice267c9851fd528e1b64dbf3610c5ca7cd9cca10,457163,https://review.opendev.org/457163,kolla,42:50.0,16:13.0,MERGED,Add oslo-vmware module in glance_base image,Add oslo-vmware module,7,7,4,1,1,7,21,22,76.55638889,['docker/glance/glance-api/Dockerfile.j2'],FALSE,[]
openstack%2Fkolla~master~Iab7232cbe6f8fc3e3de10c67f3d89f134b185f05,434453,https://review.opendev.org/434453,kolla,21:51.0,00:47.0,MERGED,debian: move to stretch,debian: move to stretch,29,14,31,60,10,12,105,23,1529.648889,"['docker/base/apt_preferences.debian', 'docker/base/sources.list.debian', 'docker/base/sources.list.debian.aarch64', 'docker/base/sources.list.debian.x86_64', 'docker/kolla-toolbox/Dockerfile.j2', 'docker/mariadb/Dockerfile.j2', 'docker/nova/nova-compute/Dockerfile.j2', 'docker/nova/nova-libvirt/Dockerfile.j2', 'docker/openstack-base/Dockerfile.j2', 'kolla/common/config.py']",FALSE,[]
openstack%2Fopenstack-manuals~master~I5d974bfd47355e01dc749b70bfc806b89e005395,458108,https://review.opendev.org/458108,openstack-manuals,26:48.0,59:39.0,MERGED,Clarification for suspend in the Glossary,Clarification for suspend in the Glossary,1,5,1,1,1,0,9,41,21.5475,['doc/common/glossary.rst'],FALSE,[]
openstack%2Ftripleo-validations~master~I8ab1563dc887e51339e669592011f2115cfe5e4c,441164,https://review.opendev.org/441164,tripleo-validations,59:07.0,56:44.0,MERGED,Add lookup plugin for tripleo heat templates,Add lookup plugin for tripleo heat templates,9,5,117,20,3,8,33,44,1148.960278,"['scripts/tripleo-ansible-inventory', 'tripleo_validations/utils.py', 'validations/lookup_plugins/tht.py']",FALSE,[]
openstack%2Fproject-config~master~I6a470caccf88d7c3fff6e52d2a9b227e548d607d,458364,https://review.opendev.org/458364,project-config,21:47.0,55:57.0,MERGED,Fix Tripleo upgrade tests by increasing timeout,Fix Tripleo upgrade tests by increasing timeout,1,6,4,4,1,1,11,47,4.569444444,['jenkins/jobs/projects.yaml'],FALSE,[]
openstack%2Fos-win~master~I8fabe8799d0e57dcc5627d67b3962c4f11f08f1e,458432,https://review.opendev.org/458432,os-win,24:43.0,53:12.0,MERGED,networkutils: specializes the exception raised by _get_vnic_settings,networkutils: specializes the exception raised by _get_vnic_settings,1,4,21,2,3,0,9,68,1.474722222,"['os_win/exceptions.py', 'os_win/tests/unit/utils/network/test_networkutils.py', 'os_win/utils/network/networkutils.py']",FALSE,[]
