change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fpuppet-oslo~master~I3f908d8d55bc4a057d8ab50772cdc547b4bdea40,583613,https://review.opendev.org/583613,puppet-oslo,19:31.0,19:09.0,MERGED,modulesync: sync and add nodepool-bionic for beaker,modulesync: sync and add nodepool-bionic for beaker.1,1,3,11,1.1,2,0,8,51,108.9938889,"['bindep.txt', 'spec/acceptance/nodesets/nodepool-bionic.yml']",FALSE,[]
openstack%2Fpuppet-panko~master~I28dd55a9c019d8e2426cdbe40e28feb90fa0d992,583615,https://review.opendev.org/583615,puppet-panko,19:42.0,17:48.0,MERGED,modulesync: sync and add nodepool-bionic for beaker,modulesync: sync and add nodepool-bionic for beaker,1,4,11,1,2,0,8,51,108.9683333,"['bindep.txt', 'spec/acceptance/nodesets/nodepool-bionic.yml']",FALSE,[]
openstack%2Fkolla-ansible~master~I0a4424f97b5ad872ff0398258c1dc42d31d0ef07,584168,https://review.opendev.org/584168,kolla-ansible,25:35.0,15:54.0,MERGED,Add safe shutdown systemd jobs to tools,Add safe shutdown systemd jobs to tools,4,5,48,0,3,0,16,39,74.83861111,"['tools/kolla-libvirt-guests.service', 'tools/setup-compute-libvirt.yml', 'tools/virt-guest-shutdown.target']",FALSE,['tools/setup-compute-libvirt.yml']
openstack%2Fpuppet-watcher~master~I8aae68a6cadeb3b7a53bceb6c5a8a658982e1660,583626,https://review.opendev.org/583626,puppet-watcher,20:47.0,08:22.0,MERGED,modulesync: sync and add nodepool-bionic for beaker,modulesync: sync and add nodepool-bionic for beaker,1,3,11,1,2,0,7,51,108.7930556,"['bindep.txt', 'spec/acceptance/nodesets/nodepool-bionic.yml']",FALSE,[]
openstack%2Fkolla-ansible~master~If8143b720203fe75cf586248f1fa1d3fde34c750,551826,https://review.opendev.org/551826,kolla-ansible,44:48.0,06:58.0,MERGED,Add support for onos,Add support for onos,8,11,34,6,7,13,32,20,3192.369444,"['ansible/group_vars/all.yml', 'ansible/roles/neutron/defaults/main.yml', 'ansible/roles/neutron/templates/ml2_conf.ini.j2', 'ansible/roles/openvswitch/handlers/main.yml', 'ansible/roles/openvswitch/templates/openvswitch-db-server.json.j2', 'etc/kolla/globals.yml', 'releasenotes/notes/onos-support-2ea385cceb8104d6.yaml']",FALSE,['ansible/roles/openvswitch/handlers/main.yml']
openstack%2Fblazar-nova~stable%2Frocky~I3ad7ff49a0747703f9da1a711a2d11939ecfa309,584359,https://review.opendev.org/584359,blazar-nova,53:12.0,40:24.0,MERGED,Update .gitreview for stable/rocky,Update .gitreview for stable/rocky,1,3,1,0,1,0,7,34,61.78666667,['.gitreview'],FALSE,[]
openstack%2Fnetworking-odl~master~I49872b5b65372ac333ad759bb506fac7348c3fa9,533706,https://review.opendev.org/533706,networking-odl,29:10.0,33:52.0,MERGED,Log exceptions on security group callbacks,WIP: NETVIRT-896: exception sg_precommit_delete,14,8,55,9,2,27,77,47,4523.078333,"['networking_odl/common/callback.py', 'networking_odl/db/db.py']",FALSE,[]
openstack%2Fpuppet-tacker~master~Ibabb8a08d811d3f3e72df0b161d7675ecf5290c6,583621,https://review.opendev.org/583621,puppet-tacker,20:18.0,30:42.0,MERGED,modulesync: sync and add nodepool-bionic for beaker,modulesync: sync and add nodepool-bionic for beaker,1,3,11,1,2,0,7,51,108.1733333,"['bindep.txt', 'spec/acceptance/nodesets/nodepool-bionic.yml']",FALSE,[]
openstack%2Fpuppet-ovn~master~I8fd4c762e9f71364e1f98071c12eb08bff89e208,583614,https://review.opendev.org/583614,puppet-ovn,19:37.0,25:40.0,MERGED,modulesync: sync and add nodepool-bionic for beaker,modulesync: sync and add nodepool-bionic for beaker,1,3,11,1,2,0,7,51,108.1008333,"['bindep.txt', 'spec/acceptance/nodesets/nodepool-bionic.yml']",FALSE,[]
openstack%2Fpython-tackerclient~master~I9fc6252d8d4f488bbfb3190ec50b309a24ec792f,578690,https://review.opendev.org/578690,python-tackerclient,11:54.0,22:53.0,MERGED,Add release note link in README,Add release note link in README,2,7,1,0,1,0,14,31,596.1830556,['README.rst'],FALSE,[]
