change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fcharm-openstack-dashboard~master~I9b36331127e474440358f98dcced80751836dfa2,764551,https://review.opendev.org/764551,charm-openstack-dashboard,12:13.0,12:56.0,MERGED,Charm helper sync for Bug 1898032,Charm helper sync for Bug 1898032.1,3,4,272,52,10,0,15,33,891.0119444,"['charmhelpers/contrib/hahelpers/apache.py', 'charmhelpers/contrib/network/ip.py', 'charmhelpers/contrib/openstack/cert_utils.py', 'charmhelpers/contrib/openstack/context.py', 'charmhelpers/contrib/openstack/ip.py', 'charmhelpers/contrib/openstack/templates/section-placement', 'charmhelpers/contrib/openstack/utils.py', 'charmhelpers/contrib/storage/linux/ceph.py', 'charmhelpers/core/decorators.py', 'charmhelpers/core/host.py']",FALSE,[]
openstack%2Fnova~master~I6ce930fa86c82da1008089791942b1fff7d04c18,767590,https://review.opendev.org/767590,nova,06:51.0,55:58.0,MERGED,Run the db migration tests in the same test worker,Increase timeout for db migration tests,2,8,12,2,2,0,72,39,425.8186111,"['nova/tests/functional/db/api/test_migrations.py', 'nova/tests/unit/db/test_migrations.py']",FALSE,[]
openstack%2Fpython-novaclient~master~I9dab95fda5902bf9619393eb2c4a22d9f395d65a,769066,https://review.opendev.org/769066,python-novaclient,51:15.0,01:26.0,MERGED,Fix a functional test for 'nova agent-list',Fix a functional test for 'nova agent-list',1,5,10,2,1,0,10,43,26.16972222,['novaclient/tests/functional/v2/legacy/test_readonly_nova.py'],FALSE,[]
openstack%2Fironic-python-agent-builder~master~I07c3064322357ddb37cb6e8be2f672adcc1a9a0b,767376,https://review.opendev.org/767376,ironic-python-agent-builder,52:53.0,52:17.0,MERGED,Add ironic-ramdisk-base to build general-purpose ramdisks,Add ironic-ramdisk-base to build general-purpose ramdisks,1,4,14,3,5,0,14,57,453.99,"['dib/ironic-python-agent-ramdisk/element-deps', 'dib/ironic-ramdisk-base/README.rst', 'dib/ironic-ramdisk-base/cleanup.d/99-ramdisk-create', 'dib/ironic-ramdisk-base/element-deps', 'releasenotes/notes/ironic-ramdisk-base-3bfb9b90ad416891.yaml']",FALSE,[]
openstack%2Fopenstack-ansible-os_zun~master~I14168ae45eb19d4fca10f9803ca559332abf7ec8,754185,https://review.opendev.org/754185,openstack-ansible-os_zun,58:56.0,41:24.0,MERGED,Updated from OpenStack Ansible Tests,Updated from OpenStack Ansible Tests,6,3,18,21,2,0,20,36,2445.707778,"['Vagrantfile', 'run_tests.sh']",FALSE,[]
openstack%2Fkolla-ansible~stable%2Fussuri~If07b84e0bbdcb7da8dbef87cc8826987f1d11cf8,768749,https://review.opendev.org/768749,kolla-ansible,06:47.0,30:27.0,MERGED,docs: add info on adding and removing hosts,docs: add info on adding and removing hosts,1,3,226,0,3,0,8,43,4.394444444,"['doc/source/conf.py', 'doc/source/user/adding-and-removing-hosts.rst', 'doc/source/user/index.rst']",FALSE,[]
openstack%2Fkolla-ansible~stable%2Fvictoria~If07b84e0bbdcb7da8dbef87cc8826987f1d11cf8,768748,https://review.opendev.org/768748,kolla-ansible,06:39.0,24:45.0,MERGED,docs: add info on adding and removing hosts,docs: add info on adding and removing hosts,1,3,226,0,3,0,8,43,4.301666667,"['doc/source/conf.py', 'doc/source/user/adding-and-removing-hosts.rst', 'doc/source/user/index.rst']",FALSE,[]
openstack%2Fmistral~master~I2b1c85803ea60e621b08192ec3644f071a74ebb6,769119,https://review.opendev.org/769119,mistral,07:35.0,25:13.0,MERGED,Add API docs for code sources and dynamic actions,Add API docs for code sources and dynamic actions,2,6,47,0,1,2,12,49,4.293888889,['doc/source/user/rest_api_v2.rst'],FALSE,[]
openstack%2Fkolla-ansible~stable%2Fvictoria~Iec1a8bd9c98dbae03660259468d30ddf8667ff80,767932,https://review.opendev.org/767932,kolla-ansible,53:57.0,24:06.0,MERGED,Add `issue` reno for bug #1904062,Add `issue` reno for bug #1904062,4,5,23,0,1,0,16,33,403.5025,['releasenotes/notes/issue-bug-1904062-ef446343323c8452.yaml'],FALSE,[]
openstack%2Fhorizon~master~I9c75bafc2301f045096b51f433456d1accb12edf,768855,https://review.opendev.org/768855,horizon,02:28.0,08:09.0,MERGED,Clean up the removed enable_* settings,Clean up the removed enable_* settings,1,3,0,12,4,0,8,38,56.09472222,"['doc/source/install/install-debian.rst', 'doc/source/install/install-obs.rst', 'doc/source/install/install-rdo.rst', 'doc/source/install/install-ubuntu.rst']",FALSE,[]
openstack%2Ftripleo-common~master~Iba5675e37d693664c3b10404c2816f87f294fd6c,768269,https://review.opendev.org/768269,tripleo-common,52:08.0,55:07.0,MERGED,"Revert ""Removed ubi-8 based jobs""","Revert ""Removed ubi-8 based jobs""",4,8,11,0,1,4,41,33,288.0497222,['zuul.d/layout.yaml'],FALSE,[]
openstack%2Ftripleo-heat-templates~stable%2Fqueens~I88ae631c299f408bdedcb80bd5c04e36fda5a2e1,764095,https://review.opendev.org/764095,tripleo-heat-templates,18:35.0,55:01.0,MERGED,Add file which enables QoS related L3 agent extensions,Add file which enables QoS related L3 agent extensions,2,3,2,0,1,2,21,54,962.6072222,['ci/environments/neutron_l3_qos.yaml'],FALSE,[]
openstack%2Fnova-specs~master~Ifaad40483a1ba5ec0600348585ff14fb6d8c7fe3,759828,https://review.opendev.org/759828,nova-specs,03:21.0,14:11.0,MERGED,Re-proposes 'Proposal for a safer remote console with password authentication,Re-proposes 'Proposal for a safer remote console with password authentication,6,8,280,0,1,45,35,77,656.1805556,['specs/wallaby/approved/nova-support-webvnc-with-password-anthentication.rst'],FALSE,[]
openstack%2Fproject-config~master~I6a5a68570b8948692aa48f09003d26590ee621e4,769128,https://review.opendev.org/769128,project-config,14:23.0,14:50.0,MERGED,Use python3 to run release note script,Use python3 to run release note script,2,2,1,1,1,0,7,38,2.0075,['roles/copy-release-tools-scripts/files/release-tools/add_release_note_page.sh'],FALSE,[]
openstack%2Fnova-specs~master~I7c3b6eeb1c2a9d732778a7cc967d78e0b6642900,765797,https://review.opendev.org/765797,nova-specs,03:40.0,54:09.0,MERGED,"Update modernize-os-hypervisors-api spec, pt. 3","Update modernize-os-hypervisors-api spec, pt. 3",1,6,23,6,1,5,13,47,672.8413889,['specs/wallaby/approved/modernize-os-hypervisors-api.rst'],FALSE,[]
openstack%2Fopenstack-tempest-skiplist~master~I7652f52d8b3477d7909b27974947b4be015b2a69,769137,https://review.opendev.org/769137,openstack-tempest-skiplist,30:40.0,47:50.0,MERGED,Skip neutron tempest api tests on puppet neutron standalone job,Skip neutron tempest api tests on puppet neutron standalone job,1,8,1,0,1,0,9,63,0.286111111,['roles/validate-tempest/vars/tempest_skip.yml'],FALSE,[]
openstack%2Fnova-specs~master~I36d31f98d57d469aec55ba3a5dec7a27ab1733e1,768803,https://review.opendev.org/768803,nova-specs,15:59.0,29:07.0,MERGED,[Trivial] Clarify the deprecated apis in *Proposed change*,[Trivial] Clarify the deprecated apis in *Proposed change*,1,3,2,1,1,0,8,58,100.2188889,['specs/wallaby/approved/remove-tenant-id.rst'],FALSE,[]
openstack%2Fopenstack-ansible~master~I3c57c3aab3cacfd5732b9bf5e251a7a8b654d4f5,767513,https://review.opendev.org/767513,openstack-ansible,08:50.0,23:17.0,MERGED,Fix keystone IDP setup,"The current version does not include the os_keystone role correct, as it will run the role again, ignoring the tasks_from: main_keystone_federation_sp_idp_setup.yml part. This fix has been tested and now it corectly configures the SP/IDP config. Paste of a test: https://pastebin.com/DnEc86HR",2,4,5,3,1,0,10,292,433.2408333,['playbooks/os-keystone-install.yml'],FALSE,['playbooks/os-keystone-install.yml']
openstack%2Fopenstack-ansible~stable%2Ftrain~I1ccb6794b17e06f31d16fbdd021adc69f8b9fd94,768582,https://review.opendev.org/768582,openstack-ansible,09:53.0,22:52.0,MERGED,Bump SHAs for stable/train,Bump SHAs for stable/train,1,3,49,49,4,0,8,26,187.2163889,"['ansible-role-requirements.yml', 'playbooks/defaults/repo_packages/gnocchi.yml', 'playbooks/defaults/repo_packages/nova_consoles.yml', 'playbooks/defaults/repo_packages/openstack_services.yml']",FALSE,['ansible-role-requirements.yml']
openstack%2Fopenstack-ansible~master~I381980d89d4d08ab0081a4fa0d02986bdf0fb1d3,767285,https://review.opendev.org/767285,openstack-ansible,22:39.0,22:57.0,MERGED,Update deploy guide to reflect the current status of OSA,Update deploy guide to reflect the current status of OSA,2,4,10,5,1,6,13,56,459.005,['deploy-guide/source/app-aboutosa.rst'],FALSE,[]
openstack%2Fopenstack-ansible~master~Ie671720f48fa447ce2e32aa5e98b2bb0079132fa,768515,https://review.opendev.org/768515,openstack-ansible,11:48.0,23:02.0,MERGED,Set default for octavia_barbican_enabled,Set default for octavia_barbican_enabled,1,4,1,0,1,0,8,40,236.1872222,['inventory/group_vars/octavia_all.yml'],FALSE,[]
