change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fcookbook-openstack-network~stable%2Focata~Ifb06ddf0689f577283de3926f897922180070942,599142,https://review.opendev.org/599142,cookbook-openstack-network,32:02.0,54:56.0,MERGED,Migrate Zuul jobs to openstack/openstack-chef,Migrate Zuul jobs to openstack/openstack-chef.1,1,2,1.1,1.2,1.3,0,6,45,17.38166667,['.zuul.yaml'],FALSE,[]
openstack%2Foctavia-tempest-plugin~master~I7521d6b380f00037da039eca16573f52ca7cfca7,599086,https://review.opendev.org/599086,octavia-tempest-plugin,19:09.0,56:55.0,MERGED,Fix the readme example,Fix the readme example,1,3,1,1,1,0,7,22,23.62944444,['README.rst'],FALSE,[]
openstack%2Fopenstack-chef~stable%2Focata~I7296d6825f5216b06878c69f2d8f16830dcf1142,599196,https://review.opendev.org/599196,openstack-chef,07:18.0,22:47.0,MERGED,Finalize rename from openstack-chef-repo to openstack-chef (Part 2),Finalize rename from openstack-chef-repo to openstack-chef (Part 2),4,2,35,4,1,0,12,67,1.258055556,['.zuul.yaml'],FALSE,[]
openstack%2Fopenstack-chef~stable%2Focata~Id7cb850cb747462d9f233a862f90bdaee9291ec1,599149,https://review.opendev.org/599149,openstack-chef,50:58.0,06:17.0,MERGED,Finalize rename from openstack-chef-repo to openstack-chef,Finalize rename from openstack-chef-repo to openstack-chef,4,2,11,11,7,0,14,58,12.25527778,"['.gitreview', '.zuul.yaml', 'README.md', 'doc/tools.md', 'playbooks/integration.yaml', 'playbooks/pre.yaml', 'tools/test_patch.rb']",FALSE,"['playbooks/integration.yaml', 'playbooks/pre.yaml']"
openstack%2Fcookbook-openstackclient~stable%2Fqueens~I4d30cb1770b6774b39bfd4e4c413f25816b405df,598473,https://review.opendev.org/598473,cookbook-openstackclient,31:27.0,48:16.0,MERGED,Pin fog-openstack library to avoid breakage,Pin fog-openstack library to avoid breakage,2,4,2,2,1,0,9,43,34.28027778,['metadata.rb'],FALSE,[]
openstack%2Fcookbook-openstackclient~stable%2Fpike~I4d30cb1770b6774b39bfd4e4c413f25816b405df,598470,https://review.opendev.org/598470,cookbook-openstackclient,11:52.0,30:55.0,MERGED,Pin fog-openstack library to avoid breakage,Pin fog-openstack library to avoid breakage,2,4,2,2,1,0,13,43,34.3175,['metadata.rb'],FALSE,[]
openstack%2Fosprofiler~master~Ic244a3028d9c4c189a58ddc76cd59d9f9d5aeea7,592309,https://review.opendev.org/592309,osprofiler,00:45.0,22:21.0,MERGED,add password for connecting redis-sentinel,add password for connecting redis-sentinel,4,4,1,0,1,4,23,42,393.36,['osprofiler/drivers/redis_driver.py'],FALSE,[]
openstack%2Fmanila~stable%2Frocky~Ie252d2f93e6b87369980cdb6da864216d368531e,593886,https://review.opendev.org/593886,manila,10:22.0,39:02.0,MERGED,import zuul job settings from project-config,import zuul job settings from project-config,1,4,16,0,1,0,8,44,285.4777778,['.zuul.yaml'],FALSE,[]
openstack%2Fhorizon~master~Ibd5ec7a46670081f414d9cc3dfa89657ca6433a4,599159,https://review.opendev.org/599159,horizon,32:19.0,24:42.0,MERGED,Imported Translations from Zanata,Imported Translations from Zanata,1,2,26,50,6,0,6,33,8.873055556,"['openstack_dashboard/locale/ko_KR/LC_MESSAGES/django.po', 'releasenotes/source/locale/de/LC_MESSAGES/releasenotes.po', 'releasenotes/source/locale/en_GB/LC_MESSAGES/releasenotes.po', 'releasenotes/source/locale/id/LC_MESSAGES/releasenotes.po', 'releasenotes/source/locale/ja/LC_MESSAGES/releasenotes.po', 'releasenotes/source/locale/ko_KR/LC_MESSAGES/releasenotes.po']",FALSE,[]
openstack%2Fmanila-ui~stable%2Frocky~I0da0f12ff9647a7f899a8a008573aaec9d17bda9,593887,https://review.opendev.org/593887,manila-ui,10:26.0,49:02.0,MERGED,import zuul job settings from project-config,import zuul job settings from project-config,1,2,14,2,1,0,6,44,284.6433333,['.zuul.yaml'],FALSE,[]
openstack%2Fpuppet-keystone~master~I1c218da39bd623d8ba97332ebb88351d644e29cc,598713,https://review.opendev.org/598713,puppet-keystone,51:46.0,37:35.0,MERGED,switch documentation job to new PTI,switch documentation job to new PTI,1,4,1,1,1,0,24,35,26.76361111,['.zuul.yaml'],FALSE,[]
openstack%2Fpuppet-nova~master~I1656711f72a2c60ef6f4c34b57a3217539000af0,598724,https://review.opendev.org/598724,puppet-nova,52:16.0,01:33.0,MERGED,import zuul job settings from project-config,import zuul job settings from project-config,1,3,1,0,1,0,12,44,26.15472222,['.zuul.yaml'],FALSE,[]
openstack%2Fpython-openstackclient~master~I1d186a6759bd3e633661c75e62545d0d56700244,594291,https://review.opendev.org/594291,python-openstackclient,09:32.0,33:45.0,MERGED,add lib-forward-testing-python3 test job,add lib-forward-testing-python3 test job,1,2,1,0,1,0,6,40,263.4036111,['.zuul.yaml'],FALSE,[]
openstack%2Fpython-openstackclient~master~I1681490fcaa52593abcbf8f935cbe1df7769f2eb,594290,https://review.opendev.org/594290,python-openstackclient,09:32.0,33:44.0,MERGED,add python 3.6 unit test job,add python 3.6 unit test job,1,2,1,0,1,0,6,28,263.4033333,['.zuul.yaml'],FALSE,[]
openstack%2Fpython-openstackclient~master~If0416171105673b6ed031398e41d46257fe113eb,594289,https://review.opendev.org/594289,python-openstackclient,09:32.0,33:42.0,MERGED,switch documentation job to new PTI,switch documentation job to new PTI,1,4,2,2,1,0,9,35,263.4027778,['.zuul.yaml'],FALSE,[]
openstack%2Fopenstack-ansible~master~I05554dc8bc537087c3dc3977e338c8560eba479c,599027,https://review.opendev.org/599027,openstack-ansible,38:55.0,31:21.0,MERGED,docs: Add links to very useful Galera recovery docs,docs: Add links to very useful Galera recovery docs,2,2,7,1,1,0,12,51,21.87388889,['doc/source/admin/maintenance-tasks/galera.rst'],FALSE,[]
openstack%2Fcliff~stable%2Frocky~I410aaf9cdbefc4c4e8fce3d3adb60f093f17399b,594303,https://review.opendev.org/594303,cliff,11:03.0,25:26.0,MERGED,import zuul job settings from project-config,import zuul job settings from project-config,1,2,6,0,1,0,6,44,263.2397222,['.zuul.yaml'],FALSE,[]
openstack%2Fcliff~stable%2Fqueens~I2bf8e7e5469f04edaf0f67dfa3146db96c4f4f6e,594300,https://review.opendev.org/594300,cliff,10:44.0,25:24.0,MERGED,import zuul job settings from project-config,import zuul job settings from project-config,1,2,6,0,1,0,6,44,263.2444444,['.zuul.yaml'],FALSE,[]
openstack%2Fcliff~stable%2Fpike~I05cf41a0d54330e45397081324acafa18e1b5b24,594297,https://review.opendev.org/594297,cliff,10:24.0,25:23.0,MERGED,import zuul job settings from project-config,import zuul job settings from project-config,1,2,7,0,1,0,6,44,263.2497222,['.zuul.yaml'],FALSE,[]
openstack%2Fcliff~stable%2Focata~I44715b1e54bd700d6660f42125715dc0fc0361ba,594294,https://review.opendev.org/594294,cliff,10:04.0,25:21.0,MERGED,import zuul job settings from project-config,import zuul job settings from project-config,1,2,7,0,1,0,6,44,263.2547222,['.zuul.yaml'],FALSE,[]
openstack%2Fcliff~master~I0d43d5fd505f46f932a832d4c75fab2143f99b5d,594277,https://review.opendev.org/594277,cliff,08:58.0,25:19.0,MERGED,add lib-forward-testing-python3 test job,add lib-forward-testing-python3 test job,1,2,1,0,1,0,6,40,263.2725,['.zuul.yaml'],FALSE,[]
openstack%2Fcliff~master~Id473c1345b4890871fb9aca84c734cc1d6a6f72f,594276,https://review.opendev.org/594276,cliff,08:58.0,25:18.0,MERGED,add python 3.6 unit test job,add python 3.6 unit test job,1,2,1,0,1,0,6,28,263.2722222,['.zuul.yaml'],FALSE,[]
openstack%2Fcliff~master~I8ccac0285dfa8f6adf878eaa3f6c073b7df2549d,594275,https://review.opendev.org/594275,cliff,08:58.0,25:16.0,MERGED,switch documentation job to new PTI,switch documentation job to new PTI,1,2,1,1,1,0,6,35,263.2716667,['.zuul.yaml'],FALSE,[]
