change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fsushy~master~Ic8278432e266b97ef40ea1c4a45c887c325505cc,473045,https://review.opendev.org/473045,sushy,50:14.0,13:58.0,MERGED,Updated from global requirements,Updated from global requirements.1,1,2,1.1,1.2,1.3,0,6,32,22.39555556,['requirements.txt'],FALSE,[]
openstack%2Fheat-translator~master~I8b4e23dfb091a0365bea67968fcc03f6bffe81e4,472901,https://review.opendev.org/472901,heat-translator,37:24.0,13:09.0,MERGED,Updated from global requirements,Updated from global requirements,2,2,2,2,1,0,8,32,32.59583333,['requirements.txt'],FALSE,[]
openstack%2Ftosca-parser~master~Icb3aa7ee7b42a5fe781aec1e2323b14d03c92eb5,473048,https://review.opendev.org/473048,tosca-parser,50:52.0,12:52.0,MERGED,Updated from global requirements,Updated from global requirements,1,2,1,1,1,0,6,32,22.36666667,['requirements.txt'],FALSE,[]
openstack%2Fkeystone~master~Id05026720839d94de26d0e44631deb34bcc0e610,438701,https://review.opendev.org/438701,keystone,09:47.0,02:32.0,MERGED,Support new hashing algorithms for securely storing password hashes,WIP: Add support for bcrypt and scrypt to keystone password hashing,17,19,456,71,4,75,65,67,2494.879167,"['keystone/common/password_hashing.py', 'keystone/conf/default.py', 'keystone/conf/identity.py', 'requirements.txt']",FALSE,[]
openstack%2Fpython-troveclient~master~I4f4682eff1addc3fc837f5468939ddd96572e238,421583,https://review.opendev.org/421583,python-troveclient,25:34.0,25:45.0,MERGED,Add database-list to OSC,Add database-list to OSC,3,4,107,0,5,0,20,24,3476.003056,"['releasenotes/notes/add-database-list-to-osc-b547e8954e8b6fc7.yaml', 'setup.cfg', 'troveclient/osc/v1/databases.py', 'troveclient/tests/osc/v1/fakes.py', 'troveclient/tests/osc/v1/test_databases.py']",FALSE,[]
openstack%2Fpython-troveclient~master~Ic5328827dbf6d1f47db62f0bb2e65e164a0b2b6b,429003,https://review.opendev.org/429003,python-troveclient,33:58.0,41:41.0,MERGED,Add list to OSC,Add list to OSC,5,4,146,0,5,6,25,15,3071.128611,"['releasenotes/notes/add-instance-list-to-osc-05714dfce947a57e.yaml', 'setup.cfg', 'troveclient/osc/v1/database_instances.py', 'troveclient/tests/osc/v1/fakes.py', 'troveclient/tests/osc/v1/test_database_instances.py']",FALSE,[]
openstack%2Fpython-troveclient~master~If8a4b97b91c661e400dfcac0fa4922ed359ce32a,422150,https://review.opendev.org/422150,python-troveclient,05:04.0,41:36.0,MERGED,Add user-list to OSC,Add user-list to OSC,4,3,97,0,4,0,20,20,3456.608889,"['setup.cfg', 'troveclient/osc/v1/database_users.py', 'troveclient/tests/osc/v1/fakes.py', 'troveclient/tests/osc/v1/test_database_users.py']",FALSE,[]
openstack%2Fpython-troveclient~master~I534d30022cbfef4ae596077f604e2a305dbe3146,428483,https://review.opendev.org/428483,python-troveclient,32:30.0,41:30.0,MERGED,Add limit-list to OSC,Add limit-list to OSC,3,3,92,0,4,0,20,21,3091.15,"['setup.cfg', 'troveclient/osc/v1/database_limits.py', 'troveclient/tests/osc/v1/fakes.py', 'troveclient/tests/osc/v1/test_database_limits.py']",FALSE,[]
openstack%2Fpython-troveclient~master~I3a85260c15b8d1b4a37a806db2cb5ff3c433537b,421536,https://review.opendev.org/421536,python-troveclient,29:34.0,41:25.0,MERGED,Add configuration-list to OSC,Add configuration-list to OSC,4,3,116,0,5,0,20,29,3477.1975,"['releasenotes/notes/add-configuration-list-to-osc-4a12d508f6bb5472.yaml', 'setup.cfg', 'troveclient/osc/v1/database_configurations.py', 'troveclient/tests/osc/v1/fakes.py', 'troveclient/tests/osc/v1/test_database_configurations.py']",FALSE,[]
openstack%2Fmagnum~master~I189a29d549869585113575398d5c873125ab3120,472808,https://review.opendev.org/472808,magnum,39:38.0,01:01.0,MERGED,Updated from global requirements,Updated from global requirements,4,3,4,4,1,0,15,32,45.35638889,['requirements.txt'],FALSE,[]
