change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fceilometer-powervm~stable%2Frocky~Iab267fc2b62f9519af50263bb90fb4124214c8e8,612722,https://review.opendev.org/612722,ceilometer-powervm,47:18.0,39:19.0,MERGED,Don't use pypi releases for ceilomter,Don't use pypi releases for ceilomter.1,1,6,4,9,1.1,0,11,37,24.86694444,['.zuul.yaml'],FALSE,[]
openstack%2Freleases~master~I8df85df1c84ae6d8fb37a5206e155f84f8fac947,606861,https://review.opendev.org/606861,releases,16:38.0,29:31.0,MERGED,Update tooling to support cycle-with-rc model,Update tooling to support cycle-with-rc model,2,3,15,24,5,0,12,45,573.2147222,"['openstack_releases/cmds/list_deliverables.py', 'openstack_releases/cmds/new_release.py', 'openstack_releases/deliverable.py', 'openstack_releases/tests/test_validate.py', 'tools/aclmanager.py']",FALSE,[]
openstack%2Freleases~master~Ic774ce2f50dd2bb1d0e5b9976f3c7d60a98d6752,606860,https://review.opendev.org/606860,releases,16:38.0,28:30.0,MERGED,Switch stein deliverables to cycle-with-rc,Switch stein deliverables to cycle-with-rc,2,5,51,50,51,0,14,42,573.1977778,"['deliverables/stein/barbican.yaml', 'deliverables/stein/blazar.yaml', 'deliverables/stein/ceilometer-powervm.yaml', 'deliverables/stein/cinder.yaml', 'deliverables/stein/congress-dashboard.yaml', 'deliverables/stein/congress.yaml', 'deliverables/stein/cyborg.yaml', 'deliverables/stein/designate-dashboard.yaml', 'deliverables/stein/designate.yaml', 'deliverables/stein/glance.yaml', 'deliverables/stein/heat.yaml', 'deliverables/stein/horizon.yaml', 'deliverables/stein/keystone.yaml', 'deliverables/stein/manila.yaml', 'deliverables/stein/masakari-monitors.yaml', 'deliverables/stein/masakari.yaml', 'deliverables/stein/mistral.yaml', 'deliverables/stein/murano-dashboard.yaml', 'deliverables/stein/murano.yaml', 'deliverables/stein/networking-bagpipe.yaml', 'deliverables/stein/networking-bgpvpn.yaml', 'deliverables/stein/networking-midonet.yaml', 'deliverables/stein/networking-odl.yaml', 'deliverables/stein/networking-ovn.yaml', 'deliverables/stein/networking-powervm.yaml', 'deliverables/stein/networking-sfc.yaml', 'deliverables/stein/neutron-dynamic-routing.yaml', 'deliverables/stein/neutron-fwaas.yaml', 'deliverables/stein/neutron-lbaas-dashboard.yaml', 'deliverables/stein/neutron-lbaas.yaml', 'deliverables/stein/neutron-vpnaas.yaml', 'deliverables/stein/neutron.yaml', 'deliverables/stein/nova-powervm.yaml', 'deliverables/stein/nova.yaml', 'deliverables/stein/octavia-dashboard.yaml', 'deliverables/stein/octavia.yaml', 'deliverables/stein/qinling.yaml', 'deliverables/stein/release-test.yaml', 'deliverables/stein/sahara-dashboard.yaml', 'deliverables/stein/sahara-image-elements.yaml', 'deliverables/stein/sahara.yaml', 'deliverables/stein/searchlight-ui.yaml', 'deliverables/stein/searchlight.yaml', 'deliverables/stein/senlin.yaml', 'deliverables/stein/storlets.yaml', 'deliverables/stein/trove-dashboard.yaml', 'deliverables/stein/trove.yaml', 'deliverables/stein/zaqar-ui.yaml', 'deliverables/stein/zaqar.yaml', 'openstack_releases/cmds/validate.py', 'openstack_releases/schema.yaml']",FALSE,[]
openstack%2Freleases~master~Id0dc1b2c5023e36194fd7ff01032b347d5834549,612864,https://review.opendev.org/612864,releases,16:31.0,27:53.0,MERGED,Release tosca-parser 1.2.0,Release tosca-parser 1.2.0,1,4,5,0,1,0,7,26,14.18944444,['deliverables/stein/tosca-parser.yaml'],FALSE,[]
openstack%2Fglance~master~Ic54255a2035d747c15b16faaf470a8949939fe4f,599837,https://review.opendev.org/599837,glance,44:21.0,22:47.0,MERGED,"Refactor periodic ""tips"" jobs","Refactor periodic ""tips"" jobs",2,4,44,14,1,1,23,29,1194.640556,['.zuul.yaml'],FALSE,[]
openstack%2Frpm-packaging~master~I7c36f3d673725a944996488490e21c01adc9a7c1,610454,https://review.opendev.org/610454,rpm-packaging,45:22.0,22:26.0,MERGED,fix provides epoch on singlespec based packages,[WIP] test epoch on singlespec based packages,5,7,3,3,1,2,43,45,222.6177778,['openstack/oslo.config/oslo.config.spec.j2'],FALSE,[]
openstack%2Fmonasca-ceilometer~master~I9e127e0976be4c44bd56a977a755564a88fc1b44,609559,https://review.opendev.org/609559,monasca-ceilometer,22:55.0,10:02.0,MERGED,Refresh against ceilometer master,Refresh against ceilometer master,1,4,1,64,2,2,10,33,327.7852778,"['ceilosca/ceilometer/opts.py', 'ceilosca/ceilometer/service.py']",FALSE,[]
openstack%2Fpython-novaclient~master~I9752d849aa0e6cf608db0def3ca89565cff4debc,605341,https://review.opendev.org/605341,python-novaclient,49:04.0,42:56.0,MERGED,Fix up userdata argument to rebuild.,Fix user-data argument to rebuild.,3,5,29,6,1,7,18,34,679.8977778,['novaclient/v2/shell.py'],FALSE,[]
openstack%2Fnetworking-ovn~stable%2Frocky~Id47086d50167fd417d0be67b720f63be62e3ff35,611664,https://review.opendev.org/611664,networking-ovn,56:30.0,41:39.0,MERGED,migration: workaround ovs-vswitchd bug during migration,migration: workaround ovs-vswitchd bug during migration,3,6,6,0,1,2,21,55,142.7525,['migration/tripleo_environment/playbooks/roles/migration/templates/clone-br-int.sh.j2'],FALSE,[]
openstack%2Fpython-ironicclient~master~I790c762083c2c1b6cbdde4b21434c56bb99236dd,586508,https://review.opendev.org/586508,python-ironicclient,56:00.0,37:01.0,MERGED,Add management of automated_clean field,Bump last known version to 47,8,8,92,18,1,24,28,29,2139.683611,['ironicclient/common/http.py'],FALSE,[]
