change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fpython-openstackclient~master~I1eecad69527a1cde7fb234669f4aff2be2db491e,307540,https://review.opendev.org/307540,python-openstackclient,33:51.0,18:01.0,MERGED,Add new share and default parms to subnet pool cmds,Add new shared and default parms to subnet pool cmds,4,6,161,0,3,14,20,52,62.73611111,"['doc/source/command-objects/subnet-pool.rst', 'openstackclient/network/v2/subnet_pool.py', 'openstackclient/tests/network/v2/test_subnet_pool.py']",FALSE,[]
openstack%2Fpython-openstackclient~master~Ida69ae1a0bdb2e1648f8b5c978fc80cf1bbe752f,308324,https://review.opendev.org/308324,python-openstackclient,19:52.0,17:53.0,MERGED,Fixed subnet command host route output,Fixed subnet command host route output,1,3,8,10,1,0,7,38,27.96694444,['openstackclient/network/v2/subnet.py'],FALSE,[]
openstack%2Foslo.db~stable%2Fkilo~I51b210e304318a1dbd5c6456e735f1a04642e5c2,308484,https://review.opendev.org/308484,oslo.db,12:17.0,17:30.0,MERGED,Updated from global requirements,Updated from global requirements,1,2,1,1,1,0,6,32,24.08694444,['requirements.txt'],FALSE,[]
openstack%2Fnova~master~Id68dbc77011a7414edda5a4855ccbddb204031ac,307710,https://review.opendev.org/307710,nova,04:29.0,16:48.0,MERGED,"Fix diagnostics, extensions api ref","Fix diagnostics, extensions api ref",1,8,3,3,3,0,17,35,54.20527778,"['api-ref/source/diagnostics.inc', 'api-ref/source/extensions.inc', 'api-ref/source/limits.inc']",FALSE,[]
openstack%2Fproject-config~master~I9a4da1d350d1884ba2b263f6945a01ac4e2c33b4,309045,https://review.opendev.org/309045,project-config,53:36.0,12:23.0,MERGED,Don't check for proposed branches in propose_update,Don't check for proposed branches in propose_update,1,3,0,5,1,0,7,51,2.313055556,['jenkins/scripts/propose_update.sh'],FALSE,[]
openstack%2Fpuppet-neutron~master~I2c88f8523630ad0246785190f90b7a02fc704153,301106,https://review.opendev.org/301106,puppet-neutron,00:19.0,05:15.0,MERGED,Remove deprecated options from agents,Remove deprecated options from agents,6,9,17,201,10,4,84,37,412.0822222,"['manifests/agents/dhcp.pp', 'manifests/agents/l3.pp', 'manifests/agents/lbaas.pp', 'manifests/agents/metadata.pp', 'manifests/agents/metering.pp', 'releasenotes/notes/newton_remove_deprecated_options-772c33dec894edb1.yaml', 'spec/classes/neutron_agents_dhcp_spec.rb', 'spec/classes/neutron_agents_l3_spec.rb', 'spec/classes/neutron_agents_lbaas_spec.rb', 'spec/classes/neutron_agents_metering_spec.rb']",TRUE,[]
openstack%2Fnova~master~Ieb340acfea31e5629e0c0dc523891f2a5801e86d,308158,https://review.opendev.org/308158,nova,08:14.0,01:05.0,MERGED,Stop using mox stubs in test_access_ips.py,Stop using mox stubs in test_access_ips.py,1,8,2,4,1,0,17,42,33.88083333,['nova/tests/unit/api/openstack/compute/test_access_ips.py'],FALSE,[]
openstack%2Fsearchlight~master~I5da4edfbc71d0684b5ee548a93a5cd7de158c644,308778,https://review.opendev.org/308778,searchlight,41:07.0,00:11.0,MERGED,Error deleting index in initial syncing,Error deleting index in initial syncing,1,3,17,0,2,0,7,39,10.31777778,"['searchlight/elasticsearch/plugins/utils.py', 'searchlight/tests/unit/test_reindexing.py']",FALSE,[]
openstack%2Fsearchlight~master~I3fa060816778d6b9c5f6794a2f657526999a8bcf,307778,https://review.opendev.org/307778,searchlight,29:33.0,00:02.0,MERGED,Updated from global requirements,Updated from global requirements,4,3,2,2,1,0,13,32,52.50805556,['requirements.txt'],FALSE,[]
openstack%2Fnetworking-ovn~master~I5925c4e5bb9262a4c1c8b6aea468e7d5870e616b,307382,https://review.opendev.org/307382,networking-ovn,19:47.0,57:18.0,MERGED,Router and Router Port sync enhancement for neutron-ovn-nb-sync tool.,Router and Router Port sync enhancement for neutron-ovn-nb-sync tool.,2,7,249,15,6,2,13,69,71.62527778,"['networking_ovn/cmd/neutron_ovn_db_sync_util.py', 'networking_ovn/ovn_nb_sync.py', 'networking_ovn/ovsdb/impl_idl_ovn.py', 'networking_ovn/plugin.py', 'networking_ovn/tests/unit/test_ovn_nb_sync.py', 'networking_ovn/tests/unit/test_ovn_plugin.py']",FALSE,[]
openstack%2Fproject-config~master~I4b35a6ca13153257984074b5145a5e691564e0ca,309018,https://review.opendev.org/309018,project-config,22:40.0,57:04.0,MERGED,"Revert ""Fix comment on requirements job""","Revert ""Fix comment on requirements job""",1,2,1,2,2,0,7,40,2.573333333,"['jenkins/scripts/project-requirements-change.py', 'zuul/layout.yaml']",FALSE,[]
openstack%2Fmurano~stable%2Fmitaka~Ied7acaeed6edde17d2d6f073c304021e22811409,307188,https://review.opendev.org/307188,murano,41:38.0,56:49.0,MERGED,Switch to using get_notification_listner,Switch to using get_notification_listner,1,4,4,5,1,0,12,40,75.25305556,['murano/common/server.py'],FALSE,[]
openstack%2Fmurano~stable%2Fmitaka~I6447ee0cc3a322c841f5e6d27c74ef39cad1d063,308283,https://review.opendev.org/308283,murano,36:56.0,56:41.0,MERGED,Fixed a bug in _get_glare_url,Fixed a bug in _get_glare_url,1,5,1,1,1,0,10,29,29.32916667,['murano/api/v1/catalog.py'],FALSE,[]
openstack%2Fmurano~master~I0c95a153e6580ffc4a3fdb6ba67d3432397c6a85,308875,https://review.opendev.org/308875,murano,01:01.0,56:33.0,MERGED,Fix inaccuracies in docs about murano apps tests,Fixes to docs about murano apps tests,2,4,3,3,1,0,14,37,6.925555556,['doc/source/draft/appdev-guide/app_unit_tests.rst'],FALSE,[]
openstack%2Fmurano~master~I6447ee0cc3a322c841f5e6d27c74ef39cad1d063,308281,https://review.opendev.org/308281,murano,36:32.0,56:18.0,MERGED,Fixed a bug in _get_glare_url,Fixed a bug in _get_glare_url,1,7,1,1,1,0,16,29,29.32944444,['murano/api/v1/catalog.py'],FALSE,[]
openstack%2Fswift~feature%2Fcrypto~I07a98a0bbe6b0b6b7a8525751ef247b36e505cd8,308874,https://review.opendev.org/308874,swift,58:00.0,55:16.0,MERGED,Merge branch 'master' into feature/crypto,Merge branch 'master' into feature/crypto,1,2,1489,654,2,0,8,41,6.954444444,"['swift/common/constraints.py', 'test/unit/common/middleware/helpers.py']",FALSE,[]
openstack%2Fkolla~master~Ie7eb7c01c34ee3c59bd843651195fbcb7259d2c8,307876,https://review.opendev.org/307876,kolla,28:39.0,54:44.0,MERGED,Disable tty for keystone register script,Disable tty for keystone register script,1,3,1,1,1,0,12,40,49.43472222,['ansible/roles/keystone/tasks/register.yml'],FALSE,['ansible/roles/keystone/tasks/register.yml']
openstack%2Ftrove~master~I936cd9bc53a812af19653e9b5b472103fab2b6c1,300253,https://review.opendev.org/300253,trove,46:34.0,53:03.0,MERGED,Mysql replicas need to set binlog_format,Mysql replicas need to set binlog_format,4,5,57,2,3,1,20,40,497.1080556,"['trove/templates/mysql/replica.config.template', 'trove/templates/percona/replica.config.template', 'trove/tests/scenario/runners/replication_runners.py']",FALSE,[]
openstack%2Fpuppet-manila~master~I3af562d845199153f755dfb4621490f436cbf4a2,307942,https://review.opendev.org/307942,puppet-manila,35:52.0,52:34.0,MERGED,Gemfile: rely on puppet-openstack_spec_helper for dependencies,Gemfile: rely on puppet-openstack_spec_helper for dependencies,1,3,1,20,1,0,13,62,47.27833333,['Gemfile'],FALSE,[]
openstack%2Fsearchlight~master~I4181ffecb81246d729a8f2088c966c3005d93151,308785,https://review.opendev.org/308785,searchlight,52:19.0,49:59.0,MERGED,Imported Translations from Zanata,Imported Translations from Zanata,1,4,57,777,20,0,8,33,9.961111111,"['releasenotes/source/locale/releasenotes.pot', 'searchlight/locale/de/LC_MESSAGES/searchlight-log-info.po', 'searchlight/locale/de/LC_MESSAGES/searchlight.po', 'searchlight/locale/es/LC_MESSAGES/searchlight-log-info.po', 'searchlight/locale/es/LC_MESSAGES/searchlight.po', 'searchlight/locale/fr/LC_MESSAGES/searchlight.po', 'searchlight/locale/it/LC_MESSAGES/searchlight.po', 'searchlight/locale/ja/LC_MESSAGES/searchlight.po', 'searchlight/locale/ko_KR/LC_MESSAGES/searchlight-log-info.po', 'searchlight/locale/ko_KR/LC_MESSAGES/searchlight.po', 'searchlight/locale/pt_BR/LC_MESSAGES/searchlight-log-info.po', 'searchlight/locale/pt_BR/LC_MESSAGES/searchlight.po', 'searchlight/locale/ru/LC_MESSAGES/searchlight.po', 'searchlight/locale/searchlight-log-error.pot', 'searchlight/locale/searchlight-log-info.pot', 'searchlight/locale/searchlight-log-warning.pot', 'searchlight/locale/searchlight.pot', 'searchlight/locale/tr_TR/LC_MESSAGES/searchlight.po', 'searchlight/locale/zh_CN/LC_MESSAGES/searchlight.po', 'searchlight/locale/zh_TW/LC_MESSAGES/searchlight.po']",FALSE,[]
openstack%2Fkolla~master~Ic75140f89ad193479416036743e7c9330298a18d,308937,https://review.opendev.org/308937,kolla,43:19.0,48:36.0,MERGED,Update zookeeper dockerfile for formatting,Update zookeeper dockerfile for formatting,1,4,1,1,1,0,8,42,5.088055556,['docker/zookeeper/Dockerfile.j2'],FALSE,[]
openstack%2Fironic~master~Idc10952c9c6644be576a559b9cb1fa9cc0466af3,307575,https://review.opendev.org/307575,ironic,28:29.0,45:30.0,MERGED,Imported Translations from Zanata,Imported Translations from Zanata,2,6,995,2371,10,2,17,33,58.28361111,"['ironic/locale/fr/LC_MESSAGES/ironic-log-critical.po', 'ironic/locale/ironic-log-critical.pot', 'ironic/locale/ironic-log-error.pot', 'ironic/locale/ironic-log-info.pot', 'ironic/locale/ironic-log-warning.pot', 'ironic/locale/ironic.pot', 'ironic/locale/ja/LC_MESSAGES/ironic-log-critical.po', 'ironic/locale/ja/LC_MESSAGES/ironic.po', 'ironic/locale/ko_KR/LC_MESSAGES/ironic-log-critical.po', 'ironic/locale/pt_BR/LC_MESSAGES/ironic-log-critical.po']",FALSE,[]
openstack%2Fopenstack-ansible~liberty~I7f74a8404a8c805cdaf78596b1b32e7de95238c0,307802,https://review.opendev.org/307802,openstack-ansible,01:11.0,43:23.0,MERGED,Add group_vars for swift_remote_all hosts,Add group_vars for swift_remote_all hosts,1,5,23,0,1,0,9,41,51.70333333,['playbooks/inventory/group_vars/swift_remote_all.yml'],FALSE,[]
openstack%2Fapi-sig~master~Iec132ea9dde8a1146310793b2b66b2a089cdb174,303369,https://review.opendev.org/303369,api-sig,03:58.0,43:06.0,MERGED,Add link to microversion-parse to microversion spec,Add link to microversion-parse to microversion spec,1,6,6,0,1,0,11,51,316.6522222,['guidelines/microversion_specification.rst'],FALSE,[]
openstack%2Fhacking~master~I80761792b7c9b947a775e68050c4ba2758d9a72e,229686,https://review.opendev.org/229686,hacking,10:47.0,39:29.0,MERGED,Add support for PEP257,Add support for PEP257,2,5,4,0,1,0,17,22,4888.478333,['requirements.txt'],FALSE,[]
openstack%2Fapi-sig~master~I39b3b3c59cee096c0ec08487a4b5774b8a7be012,301805,https://review.opendev.org/301805,api-sig,21:30.0,38:10.0,MERGED,Clarify information about the GET method,Clarify information about the GET method,1,8,5,6,1,0,12,40,384.2777778,['guidelines/http.rst'],FALSE,[]
openstack%2Fkolla~stable%2Fliberty~I1f2edb482af1e85708159a0dba44a79427dc5af3,308820,https://review.opendev.org/308820,kolla,58:15.0,37:27.0,MERGED,Fix failure to deploy with qemu.conf,Fix failure to deploy with qemu.conf,2,6,1,1,2,0,14,36,8.653333333,"['ansible/roles/nova/templates/qemu.conf.j2', 'docker/nova/nova-libvirt/Dockerfile.j2']",FALSE,[]
openstack%2Fapi-sig~master~I61b83ce1a340f9333b500212bb33a57874e12c18,305590,https://review.opendev.org/305590,api-sig,57:43.0,36:23.0,MERGED,Rename Swagger to OpenAPI,Rename Swagger to OpenAPI,1,7,12,12,1,0,11,25,181.6444444,['guidelines/api-docs.rst'],FALSE,[]
openstack%2Fopenstack-manuals~master~I1c2c8369c06defd24ea986739d938062d33ff562,308753,https://review.opendev.org/308753,openstack-manuals,29:38.0,35:19.0,MERGED,[user-guide]consistent the format in example list,[user-guide]consistent the format in example list,1,6,2,2,1,0,10,49,11.09472222,['doc/user-guide/source/intro-user.rst'],FALSE,[]
openstack%2Fopenstack-ansible-lxc_hosts~stable%2Fmitaka~I167446eee35e40cde645873fbab7491f840dcd15,308941,https://review.opendev.org/308941,openstack-ansible-lxc_hosts,48:58.0,32:46.0,MERGED,Ensure that tasks fail early if there is no ssh public key configured,Ensure that tasks fail early if there is no ssh public key configured,1,4,17,0,1,0,8,69,4.73,['tasks/main.yml'],FALSE,['tasks/main.yml']
openstack%2Fpuppet-nova~master~Idbbae5281d429edb95783cdde3d45804ddaeace1,308452,https://review.opendev.org/308452,puppet-nova,24:19.0,30:29.0,MERGED,Change scheduler configurations to use entrypoints,Change scheduler configurations to use entrypoints,1,6,10,6,5,0,24,50,24.10277778,"['manifests/scheduler.pp', 'manifests/scheduler/filter.pp', 'releasenotes/notes/scheduler_entrypoints-467a5083d8f65e3d.yaml', 'spec/classes/nova_scheduler_filter_spec.rb', 'spec/classes/nova_scheduler_spec.rb']",TRUE,[]
openstack%2Fpuppet-keystone~master~I1f622a14b41876be4b0b6d15cf78e28d76b6360e,306313,https://review.opendev.org/306313,puppet-keystone,29:30.0,23:46.0,MERGED,Add missing bit to the user prefetch removal.,Add missing bit to the user prefetch removal.,2,6,3,12,2,0,24,45,150.9044444,"['lib/puppet/provider/keystone.rb', 'spec/unit/provider/keystone_user/openstack_spec.rb']",FALSE,[]
openstack%2Fnova~master~I91b769eefde78381dc0feb6b5c8c6cf753203732,307696,https://review.opendev.org/307696,nova,35:07.0,22:02.0,MERGED,"Fix api ref for ips, limits, metdata and agent","Fix api ref for ips, limits, metdata and agent",1,7,18,18,4,0,16,46,53.78194444,"['api-ref/source/ips.inc', 'api-ref/source/limits.inc', 'api-ref/source/metadata.inc', 'api-ref/source/os-agents.inc']",FALSE,[]
openstack%2Fmurano-apps~master~Id7a9823dcc43f65fd90805e21758ec9298b39283,266521,https://review.opendev.org/266521,murano-apps,17:37.0,20:27.0,MERGED,[OraclePDBConnector] Initial commit of Oracle PDB Connector.,Initial Push OraclePDBConnector,11,10,605,0,15,11,71,31,2398.047222,"['OraclePDBConnector/package/Classes/OraclePDB.murano', 'OraclePDBConnector/package/License.txt', 'OraclePDBConnector/package/Resources/CheckStatus.template', 'OraclePDBConnector/package/Resources/CreatePDB.template', 'OraclePDBConnector/package/Resources/CreateUser.template', 'OraclePDBConnector/package/Resources/GetListener.template', 'OraclePDBConnector/package/Resources/scripts/check.sh', 'OraclePDBConnector/package/Resources/scripts/get_listener.sh', 'OraclePDBConnector/package/Resources/scripts/ora_env.sh', 'OraclePDBConnector/package/Resources/scripts/pdb_create.sh', 'OraclePDBConnector/package/Resources/scripts/pdb_create_user.sh', 'OraclePDBConnector/package/UI/ui.yaml', 'OraclePDBConnector/package/logo.png', 'OraclePDBConnector/package/manifest.yaml', 'OraclePDBConnector/readme.md']",FALSE,[]
