change_id,change_number,url,project,created,closed,status,subject,description,#revisions,#reviewers,#added_lines,#deleted_lines,#files,#inline_comments,#messages,discreption_length,duration_in_hours,files,at_least_one_puppet,AnsibleFiles
openstack%2Fopenstack-manuals~master~I1f2f18383765a2c32b729b1d8fe0ce5486b19838,426294,https://review.opendev.org/426294,openstack-manuals,20:02.0,28:35.0,MERGED,[www] Use https,[www] Use https.1,1,6,62,62.1,26,0,10,15,6.1425,"['www/api/api-ref-guides.html', 'www/arch/index.html', 'www/developer/language-bindings.html', 'www/developer/openstack-projects.html', 'www/draft/draft-index.html', 'www/errorpage.html', 'www/fr/index.html', 'www/id/index.html', 'www/index.html', 'www/ja/index.html', 'www/kilo/index.html', 'www/ko_KR/index.html', 'www/liberty/index.html', 'www/mitaka/index.html', 'www/newton/index.html', 'www/ops/index.html', 'www/project-deploy-guide/draft/index.html', 'www/project-deploy-guide/newton/index.html', 'www/project-install-guide/draft/index.html', 'www/project-install-guide/newton/index.html', 'www/sec/index.html', 'www/templates/api_guides.tmpl', 'www/templates/footer.tmpl', 'www/templates/header.tmpl', 'www/templates/navigation.tmpl', 'www/templates/user_guides.tmpl']",FALSE,[]
openstack%2Fbarbican~master~I65bab35807ed2cee6ed5d6aca1c99769678751be,419157,https://review.opendev.org/419157,barbican,58:26.0,14:07.0,MERGED,Add ID property to all entities,WIP: Add ID property to all entities,8,8,166,39,1,9,37,36,384.2613889,['barbican/model/models.py'],FALSE,[]
openstack%2Fnova~master~I6246f6c7318f53c2a917dc320b328fec536506b5,419123,https://review.opendev.org/419123,nova,25:16.0,13:12.0,MERGED,docs - Connect to placement service & retries,docs - Connect to placement service & retries,2,8,7,4,1,1,21,45,385.7988889,['doc/source/placement.rst'],FALSE,[]
openstack%2Ftripleo-heat-templates~master~Ib8bb52dde88304cb58b051bced9779c97a314d0d,421873,https://review.opendev.org/421873,tripleo-heat-templates,26:34.0,04:18.0,MERGED,Add AuditD composable service,Add audit composable service,11,5,184,0,1,6,49,28,225.6288889,['puppet/services/auditd.yaml'],FALSE,[]
openstack%2Freleases~master~Iad75aa405f629d0e268da785109f957bd7c24dc4,426388,https://review.opendev.org/426388,releases,22:05.0,01:58.0,MERGED,Release python-magnumclient 2.4.0,python-magnumclient 3.0.0.0b1,7,3,6,0,1,0,17,29,1.664722222,['deliverables/ocata/python-magnumclient.yaml'],FALSE,[]
openstack%2Freleases~master~Ib854a6498218327abbbdd64657984bb40e62f1a1,426405,https://review.opendev.org/426405,releases,40:16.0,01:51.0,MERGED,Release Zaqar-UI 2.0.0.0b3,Release Zaqar-UI 2.0.0.0b3,1,2,4,0,1,0,6,26,0.359722222,['deliverables/ocata/zaqar-ui.yaml'],FALSE,[]
openstack%2Fkeystone~master~I385871499da191ea58acc4ddcafebbd94b10a489,425957,https://review.opendev.org/425957,keystone,30:19.0,50:36.0,MERGED,Cleanup for resource-specific options,Cleanup for resource-specific options,1,3,15,9,2,0,7,37,23.33805556,"['keystone/identity/backends/resource_options.py', 'keystone/identity/backends/sql_model.py']",FALSE,[]
openstack%2Freleases~master~Iddcdced01584b94c8eaaf6a37221caed817d80b9,426395,https://review.opendev.org/426395,releases,38:14.0,38:47.0,MERGED,Release magnum 4.0.0,Release magnum 4.0.0,1,2,6,0,1,0,6,20,1.009166667,['deliverables/ocata/magnum.yaml'],FALSE,[]
openstack%2Freleases~master~I4711f82cb028d3b8b60b054af8d447f726b5c648,426399,https://review.opendev.org/426399,releases,28:05.0,38:06.0,MERGED,Release Zaqar 4.0.0.0b3,Release Zaqar 4.0.0.0b3,1,2,4,0,1,0,6,23,0.166944444,['deliverables/ocata/zaqar.yaml'],FALSE,[]
openstack%2Fzaqar-ui~master~Iaf0e1e2f08b2bc7f06d6888943ed3304513394f7,410612,https://review.opendev.org/410612,zaqar-ui,57:37.0,33:49.0,MERGED,Add pool flavors panel into admin dashboard,Add pool flavors panel into admin dashboard,3,4,221,0,8,0,13,43,1068.603333,"['zaqar_ui/content/pool-flavors/__init__.py', 'zaqar_ui/content/pool-flavors/panel.py', 'zaqar_ui/content/pool-flavors/urls.py', 'zaqar_ui/enabled/_1630_admin_flavors.py', 'zaqar_ui/static/dashboard/admin/pool-flavors/drawer.html', 'zaqar_ui/static/dashboard/admin/pool-flavors/panel.html', 'zaqar_ui/static/dashboard/admin/pool-flavors/pool-flavors.module.js', 'zaqar_ui/static/dashboard/admin/pool-flavors/pool-flavors.service.js']",FALSE,[]
openstack%2Fzaqar-ui~master~Ia8cb1a0718001292ef078850d5e0433c88c9a0f2,410604,https://review.opendev.org/410604,zaqar-ui,49:58.0,33:44.0,MERGED,Add pools panel into admin dashboard,Add pools panel into admin dashboard,5,4,265,0,9,0,15,36,1068.729444,"['zaqar_ui/content/pools/__init__.py', 'zaqar_ui/content/pools/panel.py', 'zaqar_ui/content/pools/urls.py', 'zaqar_ui/enabled/_1610_admin_messaging_group.py', 'zaqar_ui/enabled/_1620_admin_pools.py', 'zaqar_ui/static/dashboard/admin/pools/drawer.html', 'zaqar_ui/static/dashboard/admin/pools/panel.html', 'zaqar_ui/static/dashboard/admin/pools/pools.module.js', 'zaqar_ui/static/dashboard/admin/pools/pools.service.js']",FALSE,[]
openstack%2Fzaqar-ui~master~Ideb3847f6192afb9c99891f8bf4d68da11988214,410558,https://review.opendev.org/410558,zaqar-ui,05:02.0,33:39.0,MERGED,Add REST APIs for pools and flavors,Add REST APIs for pools and flavors,3,4,306,4,3,0,12,35,1070.476944,"['zaqar_ui/api/rest/zaqar.py', 'zaqar_ui/api/zaqar.py', 'zaqar_ui/static/app/core/openstack-service-api/zaqar.service.js']",FALSE,[]
