Revisions,Reviewer,AddedLines,DeletedLines,Messages,TimeToMerge,Nbfiles,Comments,Description
1,5,20,1,8,9.601666666666667,3,0,60
1,6,2,2,10,19.541944444444443,2,0,39
1,5,1,1,10,19.15111111111111,1,0,44
1,6,28,0,8,92.19472222222223,2,0,46
1,6,1,1,9,744.1563888888888,1,0,46
1,3,21,7,7,18.100833333333334,2,0,54
1,7,7,0,8,8.008333333333333,1,0,59
1,3,5,2,8,28.880555555555556,2,0,47
1,10,1,0,15,169.48,1,0,47
1,4,1,1,8,4.568888888888889,1,0,46
2,8,1,0,12,16.46472222222222,1,0,32
1,4,53,53,18,55.068888888888885,4,0,26
1,7,149,0,7,8.60361111111111,3,0,35
2,5,16,7,10,638.3663888888889,5,0,48
2,4,1,0,14,86.95194444444445,1,0,43
1,3,12,0,7,3.3427777777777776,2,0,45
1,5,1,1,12,208.69583333333333,1,0,34
2,7,221,115,22,374.12888888888887,16,0,29
1,4,8,2,9,131.38194444444446,1,0,44
1,8,22,12,8,8.87138888888889,2,0,55
1,6,7,0,11,122.14,1,0,46
2,5,43,43,16,49.51138888888889,20,0,42
1,2,7,7,6,9.821666666666667,4,0,36
1,2,7,7,6,3.6780555555555554,4,0,36
1,2,7,7,6,3.5805555555555557,4,0,36
1,2,7,7,6,3.556388888888889,4,0,36
1,2,7,7,6,3.4925,4,0,36
1,2,7,7,6,3.4191666666666665,4,0,36
1,2,7,7,6,3.435277777777778,4,0,36
1,2,7,7,6,3.412777777777778,4,0,36
1,2,7,7,6,3.428611111111111,4,0,36
1,2,7,7,6,3.390277777777778,4,0,36
1,2,7,7,6,3.3525,4,0,36
1,2,7,7,6,3.3144444444444443,4,0,36
1,2,7,7,6,3.301388888888889,4,0,36
1,2,7,7,6,3.286388888888889,4,0,36
1,2,7,7,6,3.265833333333333,4,0,36
1,2,7,7,6,3.1875,4,0,36
1,2,7,7,6,3.144722222222222,4,0,36
1,2,7,7,6,3.129166666666667,4,0,36
1,2,7,7,6,3.111111111111111,4,0,36
1,2,7,7,6,3.1119444444444446,4,0,36
1,2,7,7,6,3.017777777777778,4,0,36
1,2,7,7,6,2.621111111111111,4,0,36
3,6,17,5,30,418.50111111111113,1,0,40
1,2,6,6,6,2.1044444444444443,3,0,36
1,7,45,0,14,50.91388888888889,1,0,49
2,3,111,108,16,31.891944444444444,3,0,17
2,5,0,29,13,8.985277777777778,3,0,37
1,5,24,25,13,43.283055555555556,19,0,20
1,4,3,0,8,25.73472222222222,3,0,39
1,3,3,0,12,11.602777777777778,1,0,47
1,5,1,1,10,30.899722222222223,1,0,50
1,4,1,1,7,3.8319444444444444,1,0,52
1,4,24,5,8,19.093333333333334,3,1,36
1,4,33,12,8,31.619722222222222,6,0,40
1,3,11,6,8,31.619444444444444,3,0,25
2,5,2,2,14,63.89083333333333,2,0,52
1,3,3,11,7,7.5936111111111115,2,0,22
5,6,53,52,22,31.164444444444445,1,0,46
1,4,14,21,11,7.645277777777777,5,0,41
1,6,28,28,19,70.6913888888889,2,0,42
1,4,2,2,8,12.85388888888889,2,0,36
1,3,4,0,9,10.815277777777778,1,0,33
1,2,20,0,15,27.181944444444444,1,0,36
1,3,20,0,15,26.890833333333333,1,0,36
1,2,14,2,6,5.8869444444444445,3,0,62
1,3,20,0,12,24.115555555555556,1,0,36
1,3,20,0,14,23.989722222222223,1,0,36
1,3,20,0,14,23.938055555555554,1,0,36
1,3,20,0,14,23.93138888888889,1,0,36
1,3,20,0,12,23.697777777777777,1,0,36
1,3,20,0,12,23.545833333333334,1,0,36
1,3,20,0,12,23.496944444444445,1,0,36
1,3,20,0,14,23.3725,1,0,36
1,3,20,0,14,23.314722222222223,1,0,36
