Revisions,Reviewer,AddedLines,DeletedLines,Messages,TimeToMerge,Nbfiles,Comments,Description
1,4,60,133,8,150.06277777777777,5,0,54
4,8,4,0,23,302.06388888888887,2,4,56
3,4,27,1,15,129.14027777777778,1,0,35
1,6,1,1,15,108.60944444444445,1,0,43
2,4,3,3,18,250.51555555555555,2,0,50
1,4,13,0,9,61.79805555555556,2,0,46
1,3,143,14,8,57.19305555555555,3,0,41
1,3,27,16,8,57.19111111111111,2,0,47
4,4,9,0,26,129.18027777777777,1,5,51
10,5,41,12,28,15231.295555555556,2,1,79
1,5,20,15,11,52.78194444444444,1,0,47
1,4,8,0,6,24.952222222222222,1,0,48
4,6,16,0,18,47.43222222222222,1,6,64
3,6,2,0,23,346.7547222222222,1,0,34
10,6,250,0,61,17478.047222222223,2,84,25
2,6,7,22,12,50.55,4,4,32
2,3,2,2,21,32.05444444444444,1,0,71
1,4,2,1,9,23.06388888888889,1,0,31
1,4,2,0,8,23.227222222222224,1,0,34
1,2,1,1,11,1679.9288888888889,1,0,20
1,2,9,6,7,9.671944444444444,3,0,67
6,2,204,27,18,242.50972222222222,4,97,49
1,3,15,5,12,381.48333333333335,1,0,60
3,4,17,17,17,193.51361111111112,7,0,41
1,2,1,1,6,5.18,1,0,49
1,3,1,1,7,5.174444444444444,1,0,58
1,3,16,6,9,603.33,4,0,43
8,12,140,23,54,5416.608611111111,5,10,60
9,8,130,1,62,5368.5008333333335,2,19,47
2,6,2,26,8,19.933333333333334,1,0,27
1,2,92,0,11,3.379166666666667,3,2,28
1,3,15,0,9,32.59583333333333,2,0,66
1,4,0,2,9,535.4019444444444,1,0,18
1,5,1,1,8,9.415,1,0,64
3,3,118,2,14,3596.8233333333333,3,2,42
1,4,1,1,8,2.6575,1,0,29
1,3,1,1,14,266.17027777777776,1,0,37
1,3,14,6,8,8.366111111111111,2,0,47
2,13,24,69,13,101.06583333333333,1,0,60
1,4,1,1,9,110.54555555555555,1,0,43
2,2,8,0,8,43.43333333333333,1,0,69
3,3,8,0,19,84.30444444444444,1,0,67
1,3,8,0,8,0.6336111111111111,2,0,59
2,5,37,14,12,32.34638888888889,1,0,61
2,5,42,42,21,710.9380555555556,10,0,49
1,3,22,1,7,25.79222222222222,2,0,53
10,17,61,1081,126,2384.596111111111,30,1,23
8,17,5,245,110,2384.4847222222224,2,1,48
1,5,0,4,14,31.500833333333333,2,0,37
1,4,141,4,8,112.02805555555555,2,0,40
2,3,47,0,9,121.25166666666667,3,0,25
3,5,4,4,12,150.0063888888889,1,0,46
3,5,1,1,26,43.81805555555555,1,0,58
4,4,13,10,21,216.21138888888888,1,0,48
1,5,4,4,9,28.183888888888887,1,0,63
10,9,17,13,36,111.15666666666667,2,0,48
2,5,1,1,27,43.157222222222224,1,0,56
1,4,3,3,8,5.5488888888888885,2,0,35
2,13,1,1,15,148.34222222222223,1,0,8
3,28,1,1,66,336.5511111111111,1,1,46
11,6,269,0,52,309.36333333333334,10,33,52
1,7,3,1,23,31.23361111111111,1,0,44
5,6,0,2,25,484.90694444444443,2,0,20
1,6,16,111,12,382.88666666666666,4,1,34
3,6,26,26,17,46.02777777777778,15,4,23
2,5,3,0,9,22.651666666666667,1,0,34
2,9,11,18,16,148.535,3,0,24
6,3,44,53,32,215.05305555555555,3,6,54
3,3,30,5,11,311.9847222222222,3,0,37
5,3,97,33,15,1227.0444444444445,4,4,39
1,2,4,4,6,5.546944444444445,1,0,16
1,2,4,4,6,5.513888888888889,1,0,16
1,2,3,3,7,5.498888888888889,1,0,16
1,2,4,4,6,5.454722222222222,1,0,16
1,2,4,4,6,5.441388888888889,1,0,16
1,2,6,6,6,5.440277777777778,1,0,16
1,2,2,2,6,5.4383333333333335,1,0,16
1,2,5,5,6,5.425833333333333,1,0,16
1,4,3,3,6,5.419722222222222,1,0,16
1,2,4,4,6,5.4175,1,0,16
1,2,3,3,6,5.416944444444445,1,0,16
1,2,1,1,6,5.416666666666667,1,0,16
1,2,1,1,6,5.416111111111111,1,0,16
1,2,4,4,6,5.415,1,0,16
